avg_price,num_hosts,avg_minimum_nights,avg_reviews_per_month
87.5952380952381,27,2.2142857142857144,1.6157142857142857
67.25,4,9.5,1.04
115.0,10,2.761904761904762,1.060952380952381
154.30263157894737,61,1.631578947368421,1.5353947368421053
100.63504464285714,744,5.533482142857143,1.0056919642857143
81.76470588235294,13,2.4705882352941178,1.4217647058823528
210.13432835820896,59,16.73134328358209,0.3629850746268657
103.34532374100719,111,9.525179856115107,1.2987769784172662
142.0,5,2.5,0.9366666666666666
102.5,2,16.5,0.45499999999999996
75.42857142857143,5,2.4285714285714284,1.8914285714285715
93.6842105263158,26,4.131578947368421,1.8250000000000002
87.47058823529412,15,5.176470588235294,1.2723529411764707
101.5036496350365,2769,5.657474993241417,1.3118680724520142
171.5,7,1.75,1.0275
99.35714285714286,11,1.7857142857142858,0.47285714285714286
77.125,19,3.375,1.5733333333333333
75.78666666666666,55,4.986666666666666,1.2878666666666667
106.7,10,6.1,1.4940000000000002
176.135593220339,156,7.751412429378531,0.8358757062146892
63.06617647058823,74,3.1911764705882355,1.0553676470588236
213.33333333333334,2,1.0,0.14666666666666664
105.875,36,1.8928571428571428,1.3524999999999998
93.17567567567568,58,4.5675675675675675,1.3636486486486485
57.10526315789474,18,2.8947368421052633,1.6142105263157895
194.7434210526316,146,7.605263157894737,0.7202631578947368
76.9,47,2.6666666666666665,1.5245
47.333333333333336,3,12.166666666666666,1.2116666666666667
84.139951179821,1891,5.849471114727421,1.068547599674532
81.73076923076923,22,2.1923076923076925,1.2196153846153845
104.36734693877551,100,2.292517006802721,1.9689115646258504
170.6594827586207,208,4.5905172413793105,0.9175000000000001
63.0,3,2.3333333333333335,0.6166666666666667
139.75,4,9.0,0.965
222.73703366696998,894,10.100090991810736,0.9397270245677889
158.0983606557377,326,5.691256830601093,1.2008469945355191
173.0,16,2.0555555555555554,1.7077777777777778
191.94230769230768,50,7.5,0.4475
87.46428571428571,21,15.214285714285714,1.0989285714285715
112.76190476190476,14,2.0476190476190474,1.3738095238095238
84.93333333333334,9,1.8666666666666667,1.7046666666666668
149.4604569420035,491,6.72231985940246,0.8205272407732864
77.5,2,2.5,0.245
196.23469387755102,92,7.153061224489796,1.0819387755102041
88.0,18,4.157894736842105,1.8778947368421053
140.58536585365854,38,5.512195121951219,0.8614634146341463
58.19230769230769,10,5.153846153846154,1.396153846153846
86.18,42,2.6,1.472
73.78125,31,3.21875,1.05
123.70588235294117,10,4.470588235294118,0.9570588235294117
59.171875,36,2.265625,1.84984375
108.82628205128205,1297,5.470512820512821,0.9987435897435897
92.55223880597015,90,6.388059701492537,1.8682835820895523
196.30555555555554,32,7.666666666666667,0.9180555555555555
95.19155844155844,253,4.340909090909091,1.2105194805194803
79.42857142857143,5,2.142857142857143,2.0685714285714285
82.75,6,2.0,1.20875
150.34939759036143,78,5.891566265060241,0.6544578313253012
